"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL116"	"AMPRENAVIR"	"4.0"	"505.64"	"1"	"2.40"	"AMPRENAVIR"	"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL898"	"DIFLUNISAL"	"4.0"	"250.20"	"0"	"3.04"	"DIFLUNISAL"	"O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL6466"	"COUMARIN"	"4.0"	"146.14"	"0"	"1.79"	"COUMARIN"	"O=c1ccc2ccccc2o1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL6437"	"MIANSERIN"	"4.0"	"264.37"	"0"	"3.08"	"MIANSERIN"	"CN1CCN2c3ccccc3Cc3ccccc3C2C1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL406"	"INDAPAMIDE"	"4.0"	"365.84"	"0"	"2.08"	"INDAPAMIDE"	"CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL101168"	""	"None"	"134.14"	"0"	"0.15"	"1-AMINOBENZOTRIAZOLE"	"Nn1nnc2ccccc21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL2220442"	"FLUVASTATIN"	"4.0"	"411.47"	"0"	"4.63"	"FLUVASTATIN"	"CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21"	"IC50"	"'='"	"0.353"	"nM"	"9.45"	""	""	"UO_0000065"	"22.97"	"0.43"	"4.82"	"11.43"	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1455"	"ALTRETAMINE"	"4.0"	"210.28"	"0"	"0.07"	"ALTRETAMINE"	"CN(C)c1nc(N(C)C)nc(N(C)C)n1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL4078054"	""	"None"	"600.59"	"2"	"7.74"	"19"	"COc1ccc(-c2cc3cc(C(c4c[nH]c5ccc([N+](=O)[O-])cc45)c4c[nH]c5ccc([N+](=O)[O-])cc45)cc(C)c3oc2=O)cc1"	"Inhibition"	"'='"	"16.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3997933"	"Inhibition of human HMG-CoA reductase catalytic domain at 1 uM using HMG-CoA as substrate in presence of NADPH by colorimetric method relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3997763"	"1"	"Scientific Literature"	"Medchemcomm"	"2016"	"None"	""	""
"CHEMBL690"	"PRAVASTATIN SODIUM"	"4.0"	"446.52"	"0"	"2.44"	"2 (pravastatin sodium)"	"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]"	"IC50"	"'='"	"30.0"	"nM"	"7.52"	""	""	"UO_0000065"	"17.72"	"0.34"	"5.08"	"6.05"	"0"	"CHEMBL692133"	"Tested in vitro for the inhibition of HMG-CoA reductase from partially purified microsomal preparations."	"B"	"BAO_0000251"	"microsome format"	"Canis lupus familiaris"	"None"	"None"	"None"	"Microsome"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126067"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""
"CHEMBL260510"	""	"None"	"754.88"	"2"	"-1.81"	"IAVPGEVA"	"CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C"	"IC50"	"'='"	"201120.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1166355"	"Inhibition of HMG-CoA reductase by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1165979"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""
"CHEMBL1064"	"SIMVASTATIN"	"4.0"	"418.57"	"0"	"4.59"	"Simvastatin"	"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	"IC50"	"'='"	"11.0"	"nM"	"7.96"	""	""	"UO_0000065"	"19.01"	"0.36"	"3.37"	"10.93"	"1"	"CHEMBL832902"	"Inhibitory concentration against 3-hydroxy-3-methylglutaryl-CoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144315"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL1064"	"SIMVASTATIN"	"4.0"	"418.57"	"0"	"4.59"	"Simvastatin"	"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	"IC50"	"'='"	"11.2"	"nM"	"7.95"	""	""	"UO_0000065"	"19.00"	"0.36"	"3.36"	"10.92"	"0"	"CHEMBL832812"	"Inhibitory concentration against HMG-CoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1141986"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL133434"	""	"None"	"456.76"	"1"	"7.98"	"18"	"CC(=O)[C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CCC1C2=CCC2C(C)(C)[C@@H](O)CC[C@]12C"	"IC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"13.14"	"0.25"	"-1.98"	"16.09"	"0"	"CHEMBL687160"	"Inhibition of HMG-coA Reductase enzyme in chinese hamster ovary cells"	"B"	"BAO_0000219"	"cell-based format"	"Cricetulus griseus"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126590"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"CHEMBL3308072"	""	""
"CHEMBL3986260"	""	"None"	"420.55"	"0"	"3.17"	"5"	"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)[C@H](O)C2=C[C@@H](O)[C@H](C)[C@H](CC[C@@H]3CC=CC(=O)O3)[C@H]21"	"IC50"	"'='"	"387000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3854544"	"Inhibition of human HMGR catalytic domain using 800 uM HMG-CoA as substrate measured every 20 secs for 10 mins"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3853309"	"1"	"Scientific Literature"	"J Nat Prod"	"2016"	"None"	""	""
"CHEMBL431303"	""	"None"	"551.59"	"2"	"5.83"	"2a-15"	"CC(C)c1nc2c(c(C3CC3)nn2-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+]"	"Relative potency"	"'='"	"7.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690065"	"In vitro HMG-CoA reductase inhibitory activity required to inhibit cellular steroidgenesis in Hep G2 cells (human hepatoma cell line) with pravastatin as reference compound"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134061"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3307718"	""	""
"CHEMBL547"	"ISOTRETINOIN"	"4.0"	"300.44"	"1"	"5.60"	"ISOTRETINOIN"	"CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL2252949"	"(-)-CAMPHOR"	"None"	"152.24"	"0"	"2.40"	"L-CAMPHOR"	"CC1(C)[C@H]2CC[C@]1(C)C(=O)C2"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL86"	"METOCLOPRAMIDE"	"4.0"	"299.80"	"0"	"2.00"	"METOCLOPRAMIDE"	"CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL292554"	""	"None"	"437.11"	"1"	"6.72"	"15b"	"C[C@H](C(O)CCC(C)(C)Cl)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C"	"cholesterol level"	"'='"	"168.0"	"mg dl-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL735057"	"Evaluated for serum cholesterol levels in the 14 day treated rhesus monkeys at dose (10 mg/kg/day, ig) over a 2-week period"	"F"	"BAO_0000218"	"organism-based format"	"Cercopithecidae"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1122888"	"1"	"Scientific Literature"	"J Med Chem"	"1985"	"None"	""	""
"CHEMBL1537"	"AZLOCILLIN"	"4.0"	"461.50"	"0"	"0.09"	"AZLOCILLIN"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL13378"	"(R,S)-AMPA"	"None"	"186.17"	"0"	"-0.36"	"AMPA"	"Cc1onc(O)c1CC(N)C(=O)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL295416"	"PIRINIXIC ACID"	"-1.0"	"323.81"	"0"	"3.67"	"PIRINIXIC ACID"	"Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL23581"	""	"None"	"491.56"	"1"	"5.31"	"2c-8"	"CC(C)c1nc2sc3c(c2c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])CCC3.[Na+]"	"Relative potency"	"'='"	"49.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690065"	"In vitro HMG-CoA reductase inhibitory activity required to inhibit cellular steroidgenesis in Hep G2 cells (human hepatoma cell line) with pravastatin as reference compound"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134061"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3307718"	""	""
"CHEMBL24485"	""	"None"	"475.50"	"0"	"4.14"	"2d-3"	"CC(C)c1cc2nc(C3CC3)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c3ccc(F)cc3)n2n1.[Na+]"	"Relative potency"	"'='"	"1.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690065"	"In vitro HMG-CoA reductase inhibitory activity required to inhibit cellular steroidgenesis in Hep G2 cells (human hepatoma cell line) with pravastatin as reference compound"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134061"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3307718"	""	""
"CHEMBL54"	"HALOPERIDOL"	"4.0"	"375.87"	"0"	"4.43"	"HALOPERIDOL"	"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1161639"	""	"None"	"482.40"	"0"	"4.57"	"1"	"O=C(O)C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1"	"IC50"	"'='"	"7.89"	"nM"	"8.10"	""	""	"UO_0000065"	"16.80"	"0.33"	"3.53"	"8.48"	"0"	"CHEMBL832902"	"Inhibitory concentration against 3-hydroxy-3-methylglutaryl-CoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144315"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""
"CHEMBL348798"	""	"None"	"427.49"	"0"	"4.52"	"2e"	"CC(C)c1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+]"	"Relative potency"	"'='"	"2500.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690061"	"Inhibition of cellular HMG-CoA reductase in cultures of hepatic cells (HEP G2, a human hepatoma cell line) relative to mevinolin"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124968"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL486985"	""	"None"	"318.46"	"0"	"4.37"	"1"	"CC1=CCC[C@@H]2[C@@](C)(CCC3=CC(=O)O[C@@H]3O)[C@H](C)CC[C@@]12C"	"Inhibition"	"'='"	"-66.09"	"%"	""	"Outside typical range"	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1833420"	"Inhibition of HMG-CoA reductase using HMG-CoA as substrate at 50 uM by spectrophotometry in presence of NADPH"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1828614"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2011"	"None"	""	""
"CHEMBL486985"	""	"None"	"318.46"	"0"	"4.37"	"1"	"CC1=CCC[C@@H]2[C@@](C)(CCC3=CC(=O)O[C@@H]3O)[C@H](C)CC[C@@]12C"	"Inhibition"	"'='"	"-22.65"	"%"	""	"Outside typical range"	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1833416"	"Inhibition of HMG-CoA reductase using HMG-CoA as substrate at 1 uM by spectrophotometry in presence of NADPH"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1828614"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2011"	"None"	""	""
"CHEMBL423036"	""	"None"	"382.59"	"1"	"7.68"	"4h"	"CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)CCc2cccc(O)c2O1"	"Inhibition"	""	""	"%"	""	""	"Not Determined"	"UO_0000187"	""	""	""	""	"0"	"CHEMBL692730"	"In vitro suppression of HMG-CoA reductase (HMGR) in Hep G2 cells; Not determined"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1127811"	"1"	"Scientific Literature"	"J Med Chem"	"1994"	"CHEMBL3307718"	""	""
"CHEMBL2368199"	"GLENVASTATIN"	"-1.0"	"431.51"	"1"	"5.76"	"2i"	"CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1"	"Relative potency"	"'='"	"10.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690063"	"Relative inhibition of HMG-CoA reductase compared to Mevinolin."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125087"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL489540"	""	"None"	"274.40"	"0"	"4.55"	"6a"	"CCCCCCCCC#CC#C/C=C/CCCC(=O)O"	"IC50"	"'='"	"500.0"	"nM"	"6.30"	""	""	"UO_0000065"	"22.96"	"0.43"	"1.75"	"16.89"	"0"	"CHEMBL991179"	"Inhibition of human HMGCoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147276"	"1"	"Scientific Literature"	"J Nat Prod"	"1989"	"None"	""	""
"CHEMBL482803"	""	"None"	"278.44"	"1"	"5.33"	"2a"	"CCCCCCCCC#C/C=C/CCCCCC(=O)O"	"IC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"20.47"	"0.39"	"0.37"	"15.28"	"0"	"CHEMBL991179"	"Inhibition of human HMGCoA reductase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147276"	"1"	"Scientific Literature"	"J Nat Prod"	"1989"	"None"	""	""
"CHEMBL2368198"	""	"None"	"369.44"	"0"	"4.40"	"2e"	"Cc1cc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1"	"IC50"	"'='"	"50.0"	"nM"	"7.30"	""	""	"UO_0000065"	"19.76"	"0.37"	"2.90"	"12.29"	"0"	"CHEMBL692726"	"Inhibition of cellular HMG-CoA reductase in cultures of human HEP G2 cells, determined by decreased incorporation of sodium [14C]acetate into cholesterol."	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125087"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"CHEMBL3307718"	""	""
"CHEMBL120643"	""	"None"	"382.59"	"1"	"7.68"	"4b"	"CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)CCc2cc(O)ccc2O1"	"Inhibition"	"'='"	"53.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL692729"	"In vitro suppression of HMG-CoA reductase (HMGR) in Hep G2 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1127811"	"1"	"Scientific Literature"	"J Med Chem"	"1994"	"CHEMBL3307718"	""	""
